2017,1,Boys,283
2017,2,Boys,56
2017,3,Boys,51
2017,4,Boys,90
2017,5,Boys,117
2017,6,Boys,207
2017,7,Boys,185
2017,8,Boys,176
2017,9,Boys,218
2017,10,Boys,172
2017,11,Boys,156
2017,12,Boys,4
2017,13,Boys,119
2017,14,Boys,42
2017,15,Boys,78
2017,16,Boys,81
2017,17,Boys,108
2017,18,Boys,155
2017,19,Boys,199
2017,20,Boys,101
2017,21,Boys,32
2017,22,Boys,17
2017,23,Boys,122
2017,24,Boys,74
2017,25,Boys,104
2017,26,Boys,206
2017,27,Boys,127
2017,28,Boys,66
2017,29,Boys,26
2017,30,Boys,62
2017,31,Boys,241
2017,32,Boys,149
2017,33,Boys,97
2017,34,Boys,41
2017,35,Boys,148
2017,36,Boys,26
2017,37,Boys,123
2017,38,Boys,48
2017,39,Boys,28
2017,40,Boys,26
2017,41,Boys,12
2017,42,Boys,8
2017,43,Boys,99
2017,44,Boys,92
2017,45,Boys,104
2017,46,Boys,82
2017,47,Boys,5
2017,48,Boys,47
2017,49,Boys,35
2017,50,Boys,88
2017,51,Boys,50
2017,52,Boys,127
2017,53,Boys,38
2017,54,Boys,20
2017,55,Boys,49
2017,56,Boys,5
2017,57,Boys,65
2017,58,Boys,11
2017,59,Boys,66
2017,60,Boys,227
2017,61,Boys,132
2017,62,Boys,61
2017,63,Boys,98
2017,64,Boys,148
2017,65,Boys,125
2017,66,Boys,79
2017,67,Boys,34
2017,68,Boys,160
2017,69,Boys,103
2017,70,Boys,119
2017,71,Boys,106
2017,72,Boys,100
2017,73,Boys,122
2017,1,Girls,219
2017,2,Girls,53
2017,3,Girls,50
2017,4,Girls,90
2017,5,Girls,114
2017,6,Girls,183
2017,7,Girls,159
2017,8,Girls,164
2017,9,Girls,242
2017,10,Girls,130
2017,11,Girls,174
2017,12,Girls,8
2017,13,Girls,117
2017,14,Girls,30
2017,15,Girls,64
2017,16,Girls,75
2017,17,Girls,96
2017,18,Girls,180
2017,19,Girls,175
2017,20,Girls,105
2017,21,Girls,32
2017,22,Girls,20
2017,23,Girls,110
2017,24,Girls,61
2017,25,Girls,95
2017,26,Girls,199
2017,27,Girls,138
2017,28,Girls,66
2017,29,Girls,25
2017,30,Girls,42
2017,31,Girls,236
2017,32,Girls,144
2017,33,Girls,93
2017,34,Girls,38
2017,35,Girls,170
2017,36,Girls,33
2017,37,Girls,136
2017,38,Girls,41
2017,39,Girls,27
2017,40,Girls,17
2017,41,Girls,20
2017,42,Girls,5
2017,43,Girls,91
2017,44,Girls,108
2017,45,Girls,117
2017,46,Girls,92
2017,47,Girls,8
2017,48,Girls,40
2017,49,Girls,14
2017,50,Girls,83
2017,51,Girls,48
2017,52,Girls,124
2017,53,Girls,28
2017,54,Girls,8
2017,55,Girls,53
2017,56,Girls,11
2017,57,Girls,55
2017,58,Girls,13
2017,59,Girls,60
2017,60,Girls,232
2017,61,Girls,100
2017,62,Girls,61
2017,63,Girls,83
2017,64,Girls,159
2017,65,Girls,82
2017,66,Girls,74
2017,67,Girls,29
2017,68,Girls,157
2017,69,Girls,58
2017,70,Girls,99
2017,71,Girls,80
2017,72,Girls,98
2017,73,Girls,107
2016,1,Boys,236
2016,2,Boys,53
2016,3,Boys,45
2016,4,Boys,92
2016,5,Boys,132
2016,6,Boys,192
2016,7,Boys,177
2016,8,Boys,159
2016,9,Boys,226
2016,10,Boys,139
2016,11,Boys,190
2016,12,Boys,9
2016,13,Boys,122
2016,14,Boys,47
2016,15,Boys,82
2016,16,Boys,76
2016,17,Boys,86
2016,18,Boys,202
2016,19,Boys,182
2016,20,Boys,93
2016,21,Boys,35
2016,22,Boys,16
2016,23,Boys,116
2016,24,Boys,72
2016,25,Boys,105
2016,26,Boys,212
2016,27,Boys,144
2016,28,Boys,68
2016,29,Boys,37
2016,30,Boys,56
2016,31,Boys,251
2016,32,Boys,174
2016,33,Boys,113
2016,34,Boys,27
2016,35,Boys,151
2016,36,Boys,37
2016,37,Boys,146
2016,38,Boys,47
2016,39,Boys,22
2016,40,Boys,22
2016,41,Boys,26
2016,42,Boys,1
2016,43,Boys,110
2016,44,Boys,85
2016,45,Boys,95
2016,46,Boys,70
2016,47,Boys,7
2016,48,Boys,55
2016,49,Boys,25
2016,50,Boys,77
2016,51,Boys,52
2016,52,Boys,90
2016,53,Boys,35
2016,54,Boys,11
2016,55,Boys,50
2016,56,Boys,4
2016,57,Boys,59
2016,58,Boys,10
2016,59,Boys,57
2016,60,Boys,256
2016,61,Boys,148
2016,62,Boys,70
2016,63,Boys,100
2016,64,Boys,144
2016,65,Boys,95
2016,66,Boys,71
2016,67,Boys,48
2016,68,Boys,197
2016,69,Boys,91
2016,70,Boys,88
2016,71,Boys,90
2016,72,Boys,96
2016,73,Boys,125
2016,99,Boys,0
2016,1,Girls,217
2016,2,Girls,45
2016,3,Girls,47
2016,4,Girls,80
2016,5,Girls,123
2016,6,Girls,208
2016,7,Girls,187
2016,8,Girls,165
2016,9,Girls,224
2016,10,Girls,136
2016,11,Girls,183
2016,12,Girls,7
2016,13,Girls,113
2016,14,Girls,37
2016,15,Girls,71
2016,16,Girls,66
2016,17,Girls,78
2016,18,Girls,178
2016,19,Girls,181
2016,20,Girls,91
2016,21,Girls,49
2016,22,Girls,22
2016,23,Girls,122
2016,24,Girls,78
2016,25,Girls,98
2016,26,Girls,203
2016,27,Girls,138
2016,28,Girls,74
2016,29,Girls,39
2016,30,Girls,48
2016,31,Girls,232
2016,32,Girls,145
2016,33,Girls,104
2016,34,Girls,46
2016,35,Girls,173
2016,36,Girls,37
2016,37,Girls,135
2016,38,Girls,48
2016,39,Girls,25
2016,40,Girls,15
2016,41,Girls,15
2016,42,Girls,1
2016,43,Girls,113
2016,44,Girls,95
2016,45,Girls,122
2016,46,Girls,57
2016,47,Girls,6
2016,48,Girls,63
2016,49,Girls,21
2016,50,Girls,82
2016,51,Girls,62
2016,52,Girls,115
2016,53,Girls,33
2016,54,Girls,19
2016,55,Girls,55
2016,56,Girls,10
2016,57,Girls,49
2016,58,Girls,17
2016,59,Girls,45
2016,60,Girls,230
2016,61,Girls,108
2016,62,Girls,48
2016,63,Girls,76
2016,64,Girls,162
2016,65,Girls,95
2016,66,Girls,66
2016,67,Girls,41
2016,68,Girls,154
2016,69,Girls,97
2016,70,Girls,93
2016,71,Girls,80
2016,72,Girls,90
2016,73,Girls,111
2016,99,Girls,2
2015,1,Boys,224
2015,2,Boys,48
2015,3,Boys,53
2015,4,Boys,90
2015,5,Boys,141
2015,6,Boys,196
2015,7,Boys,209
2015,8,Boys,184
2015,9,Boys,234
2015,10,Boys,166
2015,11,Boys,185
2015,12,Boys,5
2015,13,Boys,122
2015,14,Boys,36
2015,15,Boys,44
2015,16,Boys,79
2015,17,Boys,93
2015,18,Boys,169
2015,19,Boys,211
2015,20,Boys,91
2015,21,Boys,29
2015,22,Boys,29
2015,23,Boys,108
2015,24,Boys,74
2015,25,Boys,112
2015,26,Boys,192
2015,27,Boys,143
2015,28,Boys,67
2015,29,Boys,36
2015,30,Boys,39
2015,31,Boys,234
2015,32,Boys,143
2015,33,Boys,97
2015,34,Boys,27
2015,35,Boys,172
2015,36,Boys,43
2015,37,Boys,142
2015,38,Boys,45
2015,39,Boys,18
2015,40,Boys,17
2015,41,Boys,24
2015,42,Boys,6
2015,43,Boys,101
2015,44,Boys,104
2015,45,Boys,102
2015,46,Boys,69
2015,47,Boys,9
2015,48,Boys,55
2015,49,Boys,30
2015,50,Boys,73
2015,51,Boys,56
2015,52,Boys,119
2015,53,Boys,45
2015,54,Boys,15
2015,55,Boys,60
2015,56,Boys,5
2015,57,Boys,48
2015,58,Boys,14
2015,59,Boys,58
